committee_id,committee_name,report_year,report_type,image_number,line_number,transaction_id,file_number,committee_name,entity_type,entity_type_desc,unused_contbr_id,contributor_prefix,contributor_name,recipient_committee_type,recipient_committee_org_type,recipient_committee_designation,contributor_first_name,contributor_middle_name,contributor_last_name,contributor_suffix,contributor_street_1,contributor_street_2,contributor_city,contributor_state,contributor_zip,contributor_employer,contributor_occupation,contributor_id,receipt_type,receipt_type_desc,receipt_type_full,memo_code,memo_code_full,contribution_receipt_date,contribution_receipt_amount,contributor_aggregate_ytd,candidate_id,candidate_name,candidate_first_name,candidate_last_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_office_full,candidate_office_state,candidate_office_state_full,candidate_office_district,conduit_committee_id,conduit_committee_name,conduit_committee_street1,conduit_committee_street2,conduit_committee_city,conduit_committee_state,conduit_committee_zip,donor_committee_name,national_committee_nonfederal_account,election_type,election_type_full,fec_election_type_desc,fec_election_year,amendment_indicator,amendment_indicator_desc,schedule_type_full,load_date,original_sub_id,back_reference_transaction_id,back_reference_schedule_name,filing_form,link_id,is_individual,memo_text,two_year_transaction_period,schedule_type,increased_limit,sub_id,pdf_url,line_number_label
C00545467,HURD FOR CONGRESS,2019,Q2,201907159151134327,11C,SA11C.56948,1340974,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,H,,P,,,,,1919 SOUTH EADS STREET,,ARLINGTON,VA,22202,,,C00375048,,,,,,2019-06-07 00:00:00,1000.00,1000.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED RECEIPTS,2019-07-24 03:47:27.521,,,,F3,4071620191659582810,f,,2020,SA,,4072320191660899596,http://docquery.fec.gov/cgi-bin/fecimg/?201907159151134327,Contributions From Other Political Committees
C00521948,RODNEY FOR CONGRESS,2019,Q2,201907159150857563,11C,A412485DB23B8486BB2A,1340333,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,H,,P,,,,,1919 S EADS ST,,ARLINGTON,VA,222023028,,,C00375048,,,,,,2019-06-03 00:00:00,2500.00,2500.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED RECEIPTS,2019-07-24 03:51:58.65,,,,F3,4071520191659541127,f,,2020,SA,,4072320191661033107,http://docquery.fec.gov/cgi-bin/fecimg/?201907159150857563,Contributions From Other Political Committees
C00438697,LATTA FOR CONGRESS,2019,Q2,201907159150862805,11C,A19766D9AC8204CC0A0E,1340391,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION,H,,P,,,,,1919 S EADS STREET,,ARLINGTON,VA,222023028,,,C00375048,,,,,,2019-06-17 00:00:00,1000.00,1000.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED RECEIPTS,2019-07-25 03:47:14.852,,,,F3,4071520191659541168,f,,2020,SA,,4072420191661099501,http://docquery.fec.gov/cgi-bin/fecimg/?201907159150862805,Contributions From Other Political Committees
C00539825,CAPITO FOR WEST VIRGINIA,2019,Q2,201907189151418523,11C,SA11C-CN53972,1342018,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,S,,P,,,,,1919 EADS ST S,,ARLINGTON,VA,22202,,,C00375048,,,,,,2019-06-28 00:00:00,1000.00,1000.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P2020,,PRIMARY,2020,N,NO CHANGE,ITEMIZED RECEIPTS,2019-07-27 03:45:48.672,,,,F3,4071820191660050090,f,,2020,SA,,4072620191661407839,http://docquery.fec.gov/cgi-bin/fecimg/?201907189151418523,Contributions From Other Political Committees
C00494302,LEAD ENCOURAGE ELECT PAC,2019,MY,202001219167288287,11C,A6AE6124F642A4F82AE9,1371621,,COM,OTHER COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,Q,,D,,,,,1919 SOUTH EADS STREET,,ARLINGTON,VA,22202,,,C00375048,18K,CONTRIBUTION RECEIVED FROM REGISTERED FILER,,,,2019-06-30 00:00:00,1000.00,1000.00,,,,,,,,,,,,,,,,,,,,,,P,,PRIMARY,,N,NO CHANGE,ITEMIZED RECEIPTS,2020-01-23 03:51:19.565,,,,F3X,4012120201685347195,f,,2020,SA,,4012220201685424395,http://docquery.fec.gov/cgi-bin/fecimg/?202001219167288287,Contributions From Other Political Committees
C00258475,ANNA ESHOO FOR CONGRESS,2019,Q1,201904159146343962,11C,INCA22812,1326233,,COM,OTHER COMMITTEE,C00328369,,TECHNOLOGY NETWORK (TECHNET) FEDERAL PAC,H,"",P,,,,,400 CAPITOL MALL,SUITE 1545,SACRAMENTO,CA,95814,,,C00328369,,,,,,2019-03-14 00:00:00,500.00,500.00,,,,,,,,,,,,,,,,,,,,TECHNOLOGY NETWORK (TECHNET) FEDERAL PAC,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED RECEIPTS,2019-04-17 04:03:56.253,,,,F3,4041520191646335943,f,,2020,SA,,4041620191646478030,http://docquery.fec.gov/cgi-bin/fecimg/?201904159146343962,Contributions From Other Political Committees
C00359034,GRAVES FOR CONGRESS,2019,Q1,201904039145985851,11C,AFC30EFD936654A1196F,1322144,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,H,"",P,,,,,1919 S EADS STREET,,ARLINGTON,VA,222023028,,,C00375048,,,,,,2019-03-29 00:00:00,2500.00,2500.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED RECEIPTS,2019-04-04 04:42:32.552,,,,F3,4040320191645917099,f,,2020,SA,,4040320191645933353,http://docquery.fec.gov/cgi-bin/fecimg/?201904039145985851,Contributions From Other Political Committees
C00460063,BILLY LONG FOR CONGRESS,2019,Q1,201904149146126275,11C,ADFA7927BEFDF4D2596F,1324838,,COM,OTHER COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION POLITICAL ACTION COMMITTEE,H,"",P,,,,,1919 S EADS ST,,ARLINGTON,VA,222023028,,,C00375048,,,DONATION,,,2019-03-14 00:00:00,1500.00,1500.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION POLITICAL ACTION COMMITTEE,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED RECEIPTS,2019-04-16 04:06:50.015,,,,F3,4041520191646335097,f,,2020,SA,,4041520191646360669,http://docquery.fec.gov/cgi-bin/fecimg/?201904149146126275,Contributions From Other Political Committees
C00438713,FRIENDS OF MARK WARNER,2019,Q1,201904119146069838,11C,C7454995,1323672,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,S,"",P,,,,,1919 S EADS ST,,ARLINGTON,VA,222023028,,,C00375048,,,,,,2019-03-30 00:00:00,1000.00,1000.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED RECEIPTS,2019-04-12 04:23:56.798,,,,F3,4041120191646181629,f,,2020,SA,,4041120191646211081,http://docquery.fec.gov/cgi-bin/fecimg/?201904119146069838,Contributions From Other Political Committees
C00548651,MCCONNELL FOR MAJORITY LEADER COMMITTEE,2019,Q1,201904159146178125,11C,A2BE933279F0B48ABAE9,1325707,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,N,"",J,,,,,1919 SOUTH EADS STREET,,ARLINGTON,VA,222023028,,,C00375048,18K,CONTRIBUTION RECEIVED FROM REGISTERED FILER,,,,2019-02-15 00:00:00,1000.00,1000.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P,,PRIMARY,,A,ADD,ITEMIZED RECEIPTS,2019-04-17 04:03:48.24,,,,F3X,4041520191646336603,f,,2020,SA,,4041620191646477161,http://docquery.fec.gov/cgi-bin/fecimg/?201904159146178125,Contributions From Other Political Committees
C00625988,FUTURE FORUM PAC,2019,MY,201907309161230096,11C,SA11C.6057,1344838,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,Q,,U,,,,,1919 SOUTH EADS STREET,,ARLINGTON,VA,22202,,,C00375048,18K,CONTRIBUTION RECEIVED FROM REGISTERED FILER,,,,2019-02-26 00:00:00,5000.00,5000.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P,,PRIMARY,,A,ADD,ITEMIZED RECEIPTS,2019-08-01 04:11:05.215,,,,F3X,4073020191661587777,f,,2020,SA,,4073120191662167787,http://docquery.fec.gov/cgi-bin/fecimg/?201907309161230096,Contributions From Other Political Committees
C00582890,TOM O'HALLERAN FOR CONGRESS,2019,Q1,201904159146140246,11C,11C-000024459,1325152,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,H,"",P,,,,,1919 S EADS ST,,ARLINGTON,VA,22202,,,C00375048,,,,,,2019-03-26 00:00:00,200.00,200.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P2020,PRIMARY,PRIMARY,2020,A,ADD,ITEMIZED RECEIPTS,2019-04-16 04:08:13.882,,,,F3,4041520191646335291,f,IN-KIND EVENT VENUE FEE,2020,SA,,4041520191646389029,http://docquery.fec.gov/cgi-bin/fecimg/?201904159146140246,Contributions From Other Political Committees
C00657304,STANTON FOR CONGRESS,2019,Q1,201904159146142186,11C,VNW42GRKD13,1325195,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,H,"",P,,,,,1919 S EADS ST,,ARLINGTON,VA,222023028,,,C00375048,,,,,,2019-02-28 00:00:00,200.00,200.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED RECEIPTS,2019-04-16 04:08:39.346,,,,F3,4041520191646335312,f,* IN-KIND: EVENT EXPENSES - FOOD AND SPACE,2020,SA,,4041520191646398495,http://docquery.fec.gov/cgi-bin/fecimg/?201904159146142186,Contributions From Other Political Committees
C00445023,GUTHRIE FOR CONGRESS,2019,Q3,201912319166890285,11C,ABECDB6AEB4E44B49AB2,1368114,,PAC,POLITICAL ACTION COMMITTEE,,,CONSUMER TECHNOLOGY ASSOCIATION PAC-CTAPAC,H,,P,,,,,1919 S EADS ST,,ARLINGTON,VA,222023028,,,,,,,,,2019-09-30 00:00:00,1000.00,1000.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC-CTAPAC,,P2020,,PRIMARY,2020,N,NO CHANGE,ITEMIZED RECEIPTS,2020-01-03 03:53:16.168,,,,F3,4123120191682600157,f,,2020,SA,,4010220201682796229,http://docquery.fec.gov/cgi-bin/fecimg/?201912319166890285,Contributions From Other Political Committees
C00500421,BONAMICI FOR CONGRESS,2019,Q2,201907129150564175,11C,VVBYFN7G7N2,1338285,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,H,,P,,,,,1919 S EADS ST,,ARLINGTON,VA,222023028,,,C00375048,,,,,,2019-06-28 00:00:00,1000.00,1000.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED RECEIPTS,2019-07-13 04:24:13.195,,,,F3,4071220191659332685,f,,2020,SA,,4071220191659343648,http://docquery.fec.gov/cgi-bin/fecimg/?201907129150564175,Contributions From Other Political Committees
C00193342,MCCONNELL SENATE COMMITTEE,2019,Q1,201908229163100872,12,A804D3AB990054418B52,1349460,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,S,,P,,,,,1919 SOUTH EADS STREET,,ARLINGTON,VA,222023028,,,C00375048,18J,MEMO (FILER'S % OF CONTRIBUTION GIVEN TO JOIN,,X,,2019-03-31 00:00:00,1000.00,6000.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,G2020,,GENERAL,2020,N,NO CHANGE,ITEMIZED RECEIPTS,2019-08-24 03:55:48.858,,A7CBC671E069A44BA863,SA12,F3,4082320191671052061,f,MCCONNELL MAJORITY LEADER TRANSFER MEMO,2020,SA,,4082320191672048555,http://docquery.fec.gov/cgi-bin/fecimg/?201908229163100872,Transfers from authorized committees
C00413179,WELCH FOR CONGRESS,2019,Q2,201910029163585552,11C,VTEDCX6JTM7,1354513,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,H,,P,,,,,1919 S EADS ST,,ARLINGTON,VA,222023028,,,C00375048,,,,,,2019-06-30 00:00:00,2500.00,2700.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P2020,,PRIMARY,2020,N,NO CHANGE,ITEMIZED RECEIPTS,2019-10-04 04:12:13.186,,,,F3,4100220191673628120,f,,2020,SA,,4100320191673646538,http://docquery.fec.gov/cgi-bin/fecimg/?201910029163585552,Contributions From Other Political Committees
C00413179,WELCH FOR CONGRESS,2019,Q2,201910029163585553,11C,VTEDCX6JTN5,1354513,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,H,,P,,,,,1919 S EADS ST,,ARLINGTON,VA,222023028,,,C00375048,,,,,,2019-06-30 00:00:00,200.00,2700.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P2020,,PRIMARY,2020,N,NO CHANGE,ITEMIZED RECEIPTS,2019-10-04 04:12:13.186,,,,F3,4100220191673628120,f,,2020,SA,,4100320191673646540,http://docquery.fec.gov/cgi-bin/fecimg/?201910029163585553,Contributions From Other Political Committees
C00514893,PEOPLE FOR DEREK KILMER,2019,Q2,201910099163783425,11C,VR0JSMKQHD6,1355573,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,H,,P,,,,,1919 S EADS ST,,ARLINGTON,VA,222023028,,,C00375048,,,,,,2019-04-26 00:00:00,3500.00,3500.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P2020,,PRIMARY,2020,N,NO CHANGE,ITEMIZED RECEIPTS,2019-10-11 03:49:50.163,,,,F3,4100920191674049068,f,,2020,SA,,4101020191674093887,http://docquery.fec.gov/cgi-bin/fecimg/?201910099163783425,Contributions From Other Political Committees
C00492454,CORY GARDNER FOR SENATE,2019,Q3,201910159164196270,11C,SA11C.76325,1358052,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,S,,P,,,,,1919 SOUTH EADS STREET,,ARLINGTON,VA,222023028,,,C00375048,,,CONTRIBUTION,,,2019-08-19 00:00:00,1500.00,5000.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED RECEIPTS,2019-10-20 03:50:03.55,,,,F3,4101520191674203567,f,,2020,SA,,4101920191674921721,http://docquery.fec.gov/cgi-bin/fecimg/?201910159164196270,Contributions From Other Political Committees
C00492454,CORY GARDNER FOR SENATE,2019,Q3,201910159164196271,11C,SA11C.78590,1358052,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,S,,P,,,,,1919 SOUTH EADS STREET,,ARLINGTON,VA,222023028,,,C00375048,,,CONTRIBUTION,,,2019-09-30 00:00:00,3500.00,5000.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED RECEIPTS,2019-10-20 03:50:03.55,,,,F3,4101520191674203567,f,,2020,SA,,4101920191674921722,http://docquery.fec.gov/cgi-bin/fecimg/?201910159164196271,Contributions From Other Political Committees
C00461046,FRIENDS OF PAT TOOMEY,2019,Q3,201910159163975094,11C,AE444ED644B714E0FAEC,1357916,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,S,,P,,,,,1919 SOUTH EADS STREET,,ARLINGTON,VA,22202,,,C00375048,,,,,,2019-09-30 00:00:00,2500.00,2500.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED RECEIPTS,2019-10-23 04:10:07.788,,,,F3,4101520191674203478,f,,2020,SA,,4102220191675099779,http://docquery.fec.gov/cgi-bin/fecimg/?201910159163975094,Contributions From Other Political Committees
C00398644,MCNERNEY FOR CONGRESS,2019,Q3,201910159164217937,11C,3623122,1358176,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,H,,P,,,,,1919 S EADS ST,,ARLINGTON,VA,222023028,,,C00375048,,,,,,2019-09-28 00:00:00,1000.00,1000.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED RECEIPTS,2019-10-25 04:13:04.823,,,,F3,4101520191674203659,f,,2020,SA,,4102420191675354483,http://docquery.fec.gov/cgi-bin/fecimg/?201910159164217937,Contributions From Other Political Committees
C00459099,DELBENE FOR CONGRESS,2019,Q3,201910159163918590,11C,VVBTWP3JZR8,1357549,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,H,,P,,,,,1919 S EADS ST,,ARLINGTON,VA,222023028,,,C00375048,,,,,,2019-08-13 00:00:00,2500.00,2500.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED RECEIPTS,2019-10-26 03:49:39.623,,,,F3,4101520191674203231,f,,2020,SA,,4102520191675506170,http://docquery.fec.gov/cgi-bin/fecimg/?201910159163918590,Contributions From Other Political Committees
C00333427,WALDEN FOR CONGRESS,2019,Q3,201910159163929346,12,SA12.51732,1357623,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,H,,P,,,,,1919 S EADS STREET,,ARLINGTON,VA,222023028,,,C00375048,18J,MEMO (FILER'S % OF CONTRIBUTION GIVEN TO JOIN,TRANSFER,X,,2019-06-25 00:00:00,5000.00,5000.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED RECEIPTS,2019-10-26 03:51:17.323,,SA12.51728,SA12,F3,4101520191674203278,f,JFC ATTRIB: WALDEN VICTORY FUND,2020,SA,,4102520191675534258,http://docquery.fec.gov/cgi-bin/fecimg/?201910159163929346,Transfers from authorized committees
C00390724,WALBERG FOR CONGRESS,2019,Q3,201910159164574784,11C,A9013AF5471DD4620B90,1358512,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,H,,P,,,,,1919 S EADS ST,,ARLINGTON,VA,222023028,,,C00375048,,,,,,2019-09-27 00:00:00,1500.00,2500.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED RECEIPTS,2019-10-26 03:54:04.875,,,,F3,4101520191674203895,f,,2020,SA,,4102520191675588832,http://docquery.fec.gov/cgi-bin/fecimg/?201910159164574784,Contributions From Other Political Committees
C00558627,GALLEGO FOR ARIZONA,2019,Q3,201910249165295076,11C,VNJ3FM4K980,1360843,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,H,,P,,,,,1919 S EADS ST,,ARLINGTON,VA,222023028,,,C00375048,,,,,,2019-09-27 00:00:00,1000.00,1000.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P2020,,PRIMARY,2020,N,NO CHANGE,ITEMIZED RECEIPTS,2019-10-27 03:48:07.96,,,,F3,4102420191675277262,f,,2020,SA,,4102620191675683951,http://docquery.fec.gov/cgi-bin/fecimg/?201910249165295076,Contributions From Other Political Committees
C00506832,MARC VEASEY CONGRESSIONAL CAMPAIGN COMMITTEE,2019,Q3,201910159164711874,11C,2168572,1358841,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,H,,P,,,,,PO BOX 37154,,BALTIMORE,MD,212973154,,,C00375048,,,,,,2019-07-19 00:00:00,1000.00,1000.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED RECEIPTS,2019-10-29 04:00:45.633,,,,F3,4101620191674360351,f,,2020,SA,,4102820191675712534,http://docquery.fec.gov/cgi-bin/fecimg/?201910159164711874,Contributions From Other Political Committees
C00200584,UPTON FOR ALL OF US,2019,Q3,201910159164225249,11C,A1715E0E4ADD9449DBF9,1358225,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY  ASSOCIATION PAC,H,,P,,,,,1919 SOUTH EADS STREET,,ARLINGTON,VA,222023028,,,C00375048,,,,,,2019-09-30 00:00:00,1000.00,1000.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY  ASSOCIATION PAC,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED RECEIPTS,2019-10-29 04:04:50.022,,,,F3,4101520191674203687,f,,2020,SA,,4102820191675730595,http://docquery.fec.gov/cgi-bin/fecimg/?201910159164225249,Contributions From Other Political Committees
C00290825,NADLER FOR CONGRESS,2019,Q2,201910159163855940,11C,VR03TSHYHA6,1356992,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,H,,P,,,,,1919 S EADS ST,,ARLINGTON,VA,222023028,,,C00375048,,,,,,2019-06-07 00:00:00,1000.00,1000.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P2020,,PRIMARY,2020,N,NO CHANGE,ITEMIZED RECEIPTS,2019-10-30 03:52:15.212,,,,F3,4101520191674202878,f,,2020,SA,,4102920191675948573,http://docquery.fec.gov/cgi-bin/fecimg/?201910159163855940,Contributions From Other Political Committees
C00430991,FRIENDS FOR GREGORY MEEKS,2019,Q2,201910229165268103,11C,C11712170,1360644,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,H,,P,,,,,1919 SOUTH EADS STREET,,ARLINGTON,VA,22202,,,C00375048,,,,,,2019-05-14 00:00:00,1000.00,1000.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P2020,,PRIMARY,2020,N,NO CHANGE,ITEMIZED RECEIPTS,2019-10-31 03:59:30.882,,,,F3,4102220191675022562,f,,2020,SA,,4103020191676088615,http://docquery.fec.gov/cgi-bin/fecimg/?201910229165268103,Contributions From Other Political Committees
C00570994,ALASKANS FOR DAN SULLIVAN,2019,YE,202001319184197214,11C,A3CE6084E42BC46C19C7,1377026,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,S,,P,,,,,1919 S EADS ST,,ARLINGTON,VA,222023028,,,C00375048,,,,,,2019-12-18 00:00:00,2500.00,2500.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED RECEIPTS,2020-02-06 03:57:48.635,,,,F3,4013120201686185413,f,,2020,SA,,4020520201687028974,http://docquery.fec.gov/cgi-bin/fecimg/?202001319184197214,Contributions From Other Political Committees
C00390476,CATHY MCMORRIS RODGERS FOR CONGRESS,2019,Q2,202001159167183695,11C,SA11C.104785,1370440,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,H,,P,,,,,1919 SOUTH EADS STREET,,ARLINGTON,VA,222023028,,,C00375048,,,CONTRIBUTION,,,2019-06-17 00:00:00,1000.00,1000.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P2020,,PRIMARY,2020,N,NO CHANGE,ITEMIZED RECEIPTS,2020-01-17 04:00:08.562,,,,F3,4011520201684374159,f,,2020,SA,,4011620201684832029,http://docquery.fec.gov/cgi-bin/fecimg/?202001159167183695,Contributions From Other Political Committees
C00445023,GUTHRIE FOR CONGRESS,2019,YE,202001169167199554,11C,AD9AEE53A812E498193D,1370811,,PAC,POLITICAL ACTION COMMITTEE,,,CONSUMER TECHNOLOGY ASSOCIATION PAC-CTAPAC,H,,P,,,,,1919 S EADS ST,,ARLINGTON,VA,222023028,,,,,,,,,2019-12-29 00:00:00,1500.00,2500.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC-CTAPAC,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED RECEIPTS,2020-01-17 04:01:13.859,,,,F3,4011620201684456179,f,,2020,SA,,4011620201684840209,http://docquery.fec.gov/cgi-bin/fecimg/?202001169167199554,Contributions From Other Political Committees
C00502294,SWALWELL FOR CONGRESS,2019,YE,202001319184590565,11C,1663095,1377346,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,H,,P,,,,,1919 S EADS ST,,ARLINGTON,VA,222023028,,,C00375048,,,,,,2019-12-31 00:00:00,1000.00,1000.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED RECEIPTS,2020-02-11 03:58:17.161,,,,F3,4013120201686185637,f,,2020,SA,,4021020201688301840,http://docquery.fec.gov/cgi-bin/fecimg/?202001319184590565,Contributions From Other Political Committees
C00498873,TONY CARDENAS FOR CONGRESS,2019,YE,202001319185872448,11C,VN8VHMDZJP2,1379517,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,H,,P,,,,,1919 S EADS ST,,ARLINGTON,VA,222023028,,,C00375048,,,,,,2019-12-31 00:00:00,2500.00,2500.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED RECEIPTS,2020-02-11 04:00:51.995,,,,F3,4020120201686378250,f,,2020,SA,,4021020201688351350,http://docquery.fec.gov/cgi-bin/fecimg/?202001319185872448,Contributions From Other Political Committees
