committee_id,committee_name,report_year,report_type,image_number,line_number,transaction_id,file_number,committee_name,entity_type,entity_type_desc,unused_contbr_id,contributor_prefix,contributor_name,recipient_committee_type,recipient_committee_org_type,recipient_committee_designation,contributor_first_name,contributor_middle_name,contributor_last_name,contributor_suffix,contributor_street_1,contributor_street_2,contributor_city,contributor_state,contributor_zip,contributor_employer,contributor_occupation,contributor_id,receipt_type,receipt_type_desc,receipt_type_full,memo_code,memo_code_full,contribution_receipt_date,contribution_receipt_amount,contributor_aggregate_ytd,candidate_id,candidate_name,candidate_first_name,candidate_last_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_office_full,candidate_office_state,candidate_office_state_full,candidate_office_district,conduit_committee_id,conduit_committee_name,conduit_committee_street1,conduit_committee_street2,conduit_committee_city,conduit_committee_state,conduit_committee_zip,donor_committee_name,national_committee_nonfederal_account,election_type,election_type_full,fec_election_type_desc,fec_election_year,amendment_indicator,amendment_indicator_desc,schedule_type_full,load_date,original_sub_id,back_reference_transaction_id,back_reference_schedule_name,filing_form,link_id,is_individual,memo_text,two_year_transaction_period,schedule_type,increased_limit,sub_id,pdf_url,line_number_label
C00506832,MARC VEASEY CONGRESSIONAL CAMPAIGN COMMITTEE,2021,Q3,202112109469831456,11C,5413903,1551315,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,H,,P,,,,,PO BOX 37154,,BALTIMORE,MD,212973154,,,C00375048,15K,CONTRIBUTION RECEIVED FROM REGISTERED FILER (CANDIDATES),,,,2021-09-29 00:00:00,1000.00,1000.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P2022,,PRIMARY,2022,N,NO CHANGE,ITEMIZED RECEIPTS,2021-12-12 03:58:19.217,,,,F3,4121120211384246003,f,,2022,SA,,4121220211385888586,https://docquery.fec.gov/cgi-bin/fecimg/?202112109469831456,Contributions From Other Political Committees
C00694414,BUCKEYE VICTORY FUND,2022,Q1,202204059495939565,11C,A15E5CCDF0B6144A890B,1577976,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,N,,J,,,,,1919 SOUTH EADS STREET,,ARLINGTON,VA,22202,,,C00375048,18K,CONTRIBUTION RECEIVED FROM REGISTERED FILER,,,,2022-01-21 00:00:00,1000.00,1000.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P,,PRIMARY,,A,ADD,ITEMIZED RECEIPTS,2022-04-06 03:33:31.666,,,,F3X,4040520221465303018,f,,2022,SA,,4040520221465314830,https://docquery.fec.gov/cgi-bin/fecimg/?202204059495939565,Contributions From Other Political Committees
C00556365,KATKO FOR CONGRESS,2021,Q3,202110159467631687,11C,A6713DD10C7D44589825,1543867,,PAC,POLITICAL ACTION COMMITTEE,C00328369,,TECHNOLOGY NETWORK (TECHNET) FEDERAL PAC,H,,P,,,,,400 CAPITOL MALL,STE 1545,SACRAMENTO,CA,958144434,,,C00328369,15K,CONTRIBUTION RECEIVED FROM REGISTERED FILER (CANDIDATES),,,,2021-09-30 00:00:00,1000.00,1000.00,,,,,,,,,,,,,,,,,,,,TECHNOLOGY NETWORK (TECHNET) FEDERAL PAC,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED RECEIPTS,2021-11-09 03:56:47.389,,,,F3,4101620211373827758,f,,2022,SA,,4110920211378138887,https://docquery.fec.gov/cgi-bin/fecimg/?202110159467631687,Contributions From Other Political Committees
C00445023,GUTHRIE FOR CONGRESS,2021,Q3,202112149469857570,11C,A542F1F616A8A4B79AC6,1551636,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC-CTAPAC,H,,P,,,,,1919 S EADS ST,,ARLINGTON,VA,222023028,,,C00375048,15K,CONTRIBUTION RECEIVED FROM REGISTERED FILER (CANDIDATES),,,,2021-09-14 00:00:00,1000.00,3000.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC-CTAPAC,,P2022,,PRIMARY,2022,N,NO CHANGE,ITEMIZED RECEIPTS,2021-12-16 03:48:37.635,,,,F3,4121520211385974005,f,,2022,SA,,4121620211386033008,https://docquery.fec.gov/cgi-bin/fecimg/?202112149469857570,Contributions From Other Political Committees
C00075820,NRCC,2022,M10,202211289547058789,11C,SA11C.24709360,1662622,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,Y,,U,,,,,1919 SOUTH EADS STREET,,ARLINGTON,VA,222023028,,,C00375048,18K,CONTRIBUTION RECEIVED FROM REGISTERED FILER,CONTRIBUTION,,,2022-09-29 00:00:00,14000.00,15000.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P,,PRIMARY,,A,ADD,ITEMIZED RECEIPTS,2022-12-14 03:40:59,,,,F3X,4112820221631099027,f,,2022,SA,,4121320221635597505,https://docquery.fec.gov/cgi-bin/fecimg/?202211289547058789,Contributions From Other Political Committees
C00575050,LAHOOD FOR CONGRESS,2022,12P,202210039532049973,11C,AC08D2ABA68014B258C6,1633453,,PAC,POLITICAL ACTION COMMITTEE,C00328369,,TECHNOLOGY NETWORK (TECHNET) FEDERAL PAC,H,,P,,,,,400 CAPITOL MALL,STE 1545,SACRAMENTO,CA,958144434,,,C00328369,15K,CONTRIBUTION RECEIVED FROM REGISTERED FILER (CANDIDATES),,,,2022-05-17 00:00:00,1500.00,2500.00,,,,,,,,,,,,,,,,,,,,TECHNOLOGY NETWORK (TECHNET) FEDERAL PAC,,P2022,,PRIMARY,2022,N,NO CHANGE,ITEMIZED RECEIPTS,2022-10-05 03:34:53.886,,,,F3,4100320221587358008,f,,2022,SA,,4100420221587405254,https://docquery.fec.gov/cgi-bin/fecimg/?202210039532049973,Contributions From Other Political Committees
C00581074,DARREN SOTO FOR CONGRESS,2022,Q1,202204159496310207,11C,VR08N12TKDW7,1583964,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION (CTA) PAC,H,,P,,,,,1919 S EADS ST,,ARLINGTON,VA,222023028,,,C00375048,15K,CONTRIBUTION RECEIVED FROM REGISTERED FILER (CANDIDATES),,,,2022-03-11 00:00:00,1000.00,1000.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION (CTA) PAC,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED RECEIPTS,2022-05-10 03:54:50.125,,,,F3,4041520221470810280,f,,2022,SA,,4050920221475965235,https://docquery.fec.gov/cgi-bin/fecimg/?202204159496310207,Contributions From Other Political Committees
C00691154,BELIEVE IN AMERICA PAC,2021,YE,202201319485712246,11C,SA11C.9984,1564698,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,Q,,D,,,,,1919 SOUTH EADS STREET,,ARLINGTON,VA,22202,,,C00375048,18K,CONTRIBUTION RECEIVED FROM REGISTERED FILER,,,,2021-07-30 00:00:00,5000.00,5000.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P,,PRIMARY,,A,ADD,ITEMIZED RECEIPTS,2022-02-08 03:46:55.692,,,,F3X,4013120221403741543,f,,2022,SA,,4020720221405685975,https://docquery.fec.gov/cgi-bin/fecimg/?202201319485712246,Contributions From Other Political Committees
C00075820,NRCC,2022,M2,202205129502749884,12,SA12.23728769,1593743,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,Y,,U,,,,,1919 SOUTH EADS STREET,,ARLINGTON,VA,222023028,,,C00375048,18J,MEMO (FILER'S % OF CONTRIBUTION GIVEN TO JOIN,TRANSFER,X,,2021-12-31 00:00:00,1000.00,1000.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P,,PRIMARY,,N,NO CHANGE,ITEMIZED RECEIPTS,2022-05-19 03:37:50.152,,SA12.23710537,SA12,F3X,4051220221476447049,f,2021 AGGREGATE; JFC ATTRIB: BUCKEYE VICTORY FUND,2022,SA,,4051820221486671600,https://docquery.fec.gov/cgi-bin/fecimg/?202205129502749884,Transfers from Authorized Committees
C00522425,FUTURE FIRST LEADERSHIP PAC,2021,YE,202201319485617816,11C,SA11C.70834,1564451,,PAC,POLITICAL ACTION COMMITTEE,C00328369,,TECHNOLOGY NETWORK (TECHNET) FEDERAL PAC,Q,,D,,,,,400 CAPITOL MALL,STE 1545,SACRAMENTO,CA,958144434,,,C00328369,18K,CONTRIBUTION RECEIVED FROM REGISTERED FILER,CONTRIBUTION,,,2021-09-29 00:00:00,1000.00,1000.00,,,,,,,,,,,,,,,,,,,,TECHNOLOGY NETWORK (TECHNET) FEDERAL PAC,,P,,PRIMARY,,A,ADD,ITEMIZED RECEIPTS,2022-02-11 03:37:14.252,,,,F3X,4013120221403741384,f,,2022,SA,,4021020221406234907,https://docquery.fec.gov/cgi-bin/fecimg/?202201319485617816,Contributions From Other Political Committees
C00607556,THE GREAT TASK,2021,Q3,202110159467460496,11C,SA11C.70815,1543300,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,N,"",D,,,,,1919 SOUTH EADS STREET,,ARLINGTON,VA,222023028,,,C00375048,15K,CONTRIBUTION RECEIVED FROM REGISTERED FILER (CANDIDATES),CONTRIBUTION,,,2021-09-29 00:00:00,1000.00,1000.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED RECEIPTS,2021-11-03 04:04:23.055,,,,F3,4101620211373827344,f,,2022,SA,,4110320211376936169,https://docquery.fec.gov/cgi-bin/fecimg/?202110159467460496,Contributions From Other Political Committees
C00693796,BUCKEYE LIBERTY POLITICAL ACTION COMMITTEE,2022,Q3,202210059532064933,11C,SA11C.4492,1634107,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,N,,D,,,,,1919 SOUTH EADS STREET,,ARLINGTON,VA,22202,,,C00375048,18K,CONTRIBUTION RECEIVED FROM REGISTERED FILER,,,,2022-09-29 00:00:00,1000.00,1000.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P,,PRIMARY,,A,ADD,ITEMIZED RECEIPTS,2022-10-06 03:36:02.403,,,,F3X,4100520221587436086,f,,2022,SA,,4100520221587459838,https://docquery.fec.gov/cgi-bin/fecimg/?202210059532064933,Contributions From Other Political Committees
C00387464,ALAMO PAC,2022,YE,202301259574945928,11C,SA11C.606810,1679125,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,Q,,D,,,,,1919 SOUTH EADS STREET,,ARLINGTON,VA,222023028,,,C00375048,18K,CONTRIBUTION RECEIVED FROM REGISTERED FILER,CONTRIBUTION,,,2022-12-30 00:00:00,1000.00,2000.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P,,PRIMARY,,A,ADD,ITEMIZED RECEIPTS,2023-01-26 04:06:57,,,,F3X,4012520231720426046,f,,2022,SA,,4012520231720493979,https://docquery.fec.gov/cgi-bin/fecimg/?202301259574945928,Contributions From Other Political Committees
C00459255,"FRIENDS OF TODD YOUNG, INC.",2022,Q2,202401149600068960,11C,SA11C.136706,1743250,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,S,,P,,,,,1919 S. EADS STREET,,ARLINGTON,VA,222023028,,,C00375048,15K,CONTRIBUTION RECEIVED FROM REGISTERED FILER (CANDIDATES),CONTRIBUTION,,,2022-05-03 00:00:00,2500.00,3500.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED RECEIPTS,2024-01-17 03:06:15,,,,F3,4011420241815463014,f,,2022,SA,,4011620241815585558,https://docquery.fec.gov/cgi-bin/fecimg/?202401149600068960,Contributions From Other Political Committees
C00458570,A NEW DIRECTION PAC,2021,YE,202202179491757438,11C,VN919G5EEE7,1569634,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,Q,,D,,,,,1919 S EADS ST,,ARLINGTON,VA,222023028,,,C00375048,18K,CONTRIBUTION RECEIVED FROM REGISTERED FILER,,,,2021-09-14 00:00:00,2500.00,2500.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P,,PRIMARY,,N,NO CHANGE,ITEMIZED RECEIPTS,2022-02-23 04:28:18.695,,,,F3X,4021720221408692145,f,,2022,SA,,4022220221424168554,https://docquery.fec.gov/cgi-bin/fecimg/?202202179491757438,Contributions From Other Political Committees
C00503052,JEFFRIES FOR CONGRESS,2022,Q3,202301259574948278,11C,5887910,1679184,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,H,,P,,,,,1919 S EADS ST 1919 SOUTH EADS ST,,ARLINGTON,VA,22202,,,C00375048,15K,CONTRIBUTION RECEIVED FROM REGISTERED FILER (CANDIDATES),,,,2022-08-04 00:00:00,5000.00,10000.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P2022,PRIMARY 8/23,PRIMARY,2022,N,NO CHANGE,ITEMIZED RECEIPTS,2023-01-27 12:30:29,,,,F3,4012520231720418020,f,,2022,SA,,4012620231720567777,https://docquery.fec.gov/cgi-bin/fecimg/?202301259574948278,Contributions From Other Political Committees
C00413179,WELCH FOR CONGRESS,2021,Q2,202107159451403643,11C,VTEDCYD4H28,1527014,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,H,"",P,,,,,1919 S EADS ST,,ARLINGTON,VA,222023028,,,C00375048,15K,CONTRIBUTION RECEIVED FROM REGISTERED FILER (CANDIDATES),,,,2021-04-14 00:00:00,1000.00,1000.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED RECEIPTS,2021-08-05 04:55:26.603,,,,F3,4071620211320721705,f,,2022,SA,,4080520211324690480,https://docquery.fec.gov/cgi-bin/fecimg/?202107159451403643,Contributions From Other Political Committees
C00670034,SHARICE FOR CONGRESS,2022,Q2,202207219525016829,11C,6843272,1618657,,PAC,POLITICAL ACTION COMMITTEE,C00328369,,TECHNOLOGY NETWORK (TECHNET) FEDERAL PAC,H,"",P,,,,,400 CAPITOL MALL,STE 1545,SACRAMENTO,CA,958144434,,,C00328369,15K,CONTRIBUTION RECEIVED FROM REGISTERED FILER (CANDIDATES),,,,2022-06-01 00:00:00,1000.00,1000.00,,,,,,,,,,,,,,,,,,,,TECHNOLOGY NETWORK (TECHNET) FEDERAL PAC,,P2022,,PRIMARY,2022,N,NO CHANGE,ITEMIZED RECEIPTS,2022-07-26 03:43:06.398,,6843272E,SA11C,F3,4072120221542765042,f,* EARMARKED CONTRIBUTION: SEE BELOW,2022,SA,,4072520221543817320,https://docquery.fec.gov/cgi-bin/fecimg/?202207219525016829,Contributions From Other Political Committees
C00257642,PEOPLE FOR PATTY MURRAY,2022,Q1,202206089514803831,11C,12019698,1600749,,PAC,POLITICAL ACTION COMMITTEE,C00328369,,TECHNOLOGY NETWORK (TECHNET) FEDERAL PAC,S,"",P,,,,,400 CAPITOL MALL,STE 1545,SACRAMENTO,CA,958144434,,,C00328369,15K,CONTRIBUTION RECEIVED FROM REGISTERED FILER (CANDIDATES),,,,2022-03-29 00:00:00,1000.00,1000.00,,,,,,,,,,,,,,,,,,,,TECHNOLOGY NETWORK (TECHNET) FEDERAL PAC,,P2022,,PRIMARY,2022,N,NO CHANGE,ITEMIZED RECEIPTS,2022-06-10 03:35:25.623,,,,F3,4060820221500875008,f,,2022,SA,,4060920221500955916,https://docquery.fec.gov/cgi-bin/fecimg/?202206089514803831,Contributions From Other Political Committees
C00578302,LOU CORREA FOR CONGRESS,2022,Q1,202208159525390001,11C,SA11C.C4734373,1623934,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION,H,,P,,,,,1919 SOUTH EADS ST,,ARLINTON,VA,22202,,,C00375048,15K,CONTRIBUTION RECEIVED FROM REGISTERED FILER (CANDIDATES),,,,2022-02-24 00:00:00,1000.00,1000.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION,,P2022,,PRIMARY,2022,N,NO CHANGE,ITEMIZED RECEIPTS,2022-08-17 03:35:31.412,,,,F3,4081520221564794007,f,,2022,SA,,4081620221564857181,https://docquery.fec.gov/cgi-bin/fecimg/?202208159525390001,Contributions From Other Political Committees
C00387464,ALAMO PAC,2022,Q1,202204159496281721,11C,SA11C.600064,1583604,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,Q,,D,,,,,1919 SOUTH EADS STREET,,ARLINGTON,VA,222023028,,,C00375048,18K,CONTRIBUTION RECEIVED FROM REGISTERED FILER,CONTRIBUTION,,,2022-02-24 00:00:00,1000.00,1000.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P,PRIMARY,PRIMARY,,A,ADD,ITEMIZED RECEIPTS,2022-06-03 03:34:08.983,,,,F3X,4041520221470815228,f,,2022,SA,,4042020221471011208,https://docquery.fec.gov/cgi-bin/fecimg/?202204159496281721,Contributions From Other Political Committees
C00502294,SWALWELL FOR CONGRESS,2022,12P,202205269514458934,11C,9470137,1598332,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,H,,P,,,,,1919 S EADS ST,,ARLINGTON,VA,222023028,,,C00375048,15K,CONTRIBUTION RECEIVED FROM REGISTERED FILER (CANDIDATES),,,,2022-05-12 00:00:00,2500.00,4000.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED RECEIPTS,2022-06-03 03:34:36.444,,,,F3,4052620221493594180,f,,2022,SA,,4060220221494237550,https://docquery.fec.gov/cgi-bin/fecimg/?202205269514458934,Contributions From Other Political Committees
C00575548,CATHERINE CORTEZ MASTO FOR SENATE,2022,Q1,202210019532022685,11C,3670419,1633156,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,S,"",P,,,,,1919 S EADS ST,,ARLINGTON,VA,222023028,,,C00375048,15K,CONTRIBUTION RECEIVED FROM REGISTERED FILER (CANDIDATES),,,,2022-02-28 00:00:00,1000.00,4500.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED RECEIPTS,2022-10-06 03:37:19.541,,,,F3,4100120221587315052,f,,2022,SA,,4100520221587493285,https://docquery.fec.gov/cgi-bin/fecimg/?202210019532022685,Contributions From Other Political Committees
C00394957,SCALISE FOR CONGRESS,2022,Q3,202210159532923063,11C,SA11C.2780523,1641554,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,H,,P,,,,,1919 SOUTH EADS STREET,,ARLINGTON,VA,222023028,,,C00375048,15K,CONTRIBUTION RECEIVED FROM REGISTERED FILER (CANDIDATES),CONTRIBUTION,,,2022-08-22 00:00:00,5000.00,5000.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,G2022,,GENERAL,2022,A,ADD,ITEMIZED RECEIPTS,2022-10-25 03:36:04,,,,F3,4101520221588290507,f,,2022,SA,,4102420221590591246,https://docquery.fec.gov/cgi-bin/fecimg/?202210159532923063,Contributions From Other Political Committees
C00390724,WALBERG FOR CONGRESS,2021,YE,202201319485165533,11C,A1143AE8EE3B04174AB7,1562893,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,H,"",P,,,,,1919 S EADS ST,,ARLINGTON,VA,222023028,,,C00375048,15K,CONTRIBUTION RECEIVED FROM REGISTERED FILER (CANDIDATES),,,,2021-10-20 00:00:00,1000.00,1000.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED RECEIPTS,2022-03-01 03:54:48.209,,,,F3,4013120221403734218,f,,2022,SA,,4022820221453624280,https://docquery.fec.gov/cgi-bin/fecimg/?202201319485165533,Contributions From Other Political Committees
C00625988,FUTURE FORUM PAC,2022,M7,202210199537594469,11C,21680233,1644497,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,Q,,U,,,,,1919 S EADS ST,,ARLINGTON,VA,222023028,,,C00375048,18K,CONTRIBUTION RECEIVED FROM REGISTERED FILER,,,,2022-06-30 00:00:00,5000.00,5000.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P,,PRIMARY,,N,NO CHANGE,ITEMIZED RECEIPTS,2022-10-25 03:36:04,,,,F3X,4101920221589125308,f,,2022,SA,,4102420221590583660,https://docquery.fec.gov/cgi-bin/fecimg/?202210199537594469,Contributions From Other Political Committees
C00503052,JEFFRIES FOR CONGRESS,2022,Q3,202301259574948305,11C,6226374,1679184,,PAC,POLITICAL ACTION COMMITTEE,C00328369,,TECHNOLOGY NETWORK (TECHNET) FEDERAL PAC,H,,P,,,,,700 13TH ST NW,STE 600,WASHINGTON,DC,200055998,,,C00328369,15K,CONTRIBUTION RECEIVED FROM REGISTERED FILER (CANDIDATES),,,,2022-09-19 00:00:00,1500.00,1500.00,,,,,,,,,,,,,,,,,,,,TECHNOLOGY NETWORK (TECHNET) FEDERAL PAC,,G2022,,GENERAL,2022,N,NO CHANGE,ITEMIZED RECEIPTS,2023-01-27 12:30:29,,,,F3,4012520231720418020,f,,2022,SA,,4012620231720567858,https://docquery.fec.gov/cgi-bin/fecimg/?202301259574948305,Contributions From Other Political Committees
C00455717,FREE STATE PAC,2022,Q3,202210149532543721,11C,A6F22ED9D6D454B0596D,1640406,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,Q,,D,,,,,1919 S. EADS ST,,ARLINGTON,VA,22202,,,C00375048,18K,CONTRIBUTION RECEIVED FROM REGISTERED FILER,,,,2022-08-12 00:00:00,5000.00,5000.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P,,PRIMARY,,A,ADD,ITEMIZED RECEIPTS,2022-10-25 03:36:04,,,,F3X,4101520221588294144,f,,2022,SA,,4102420221590686676,https://docquery.fec.gov/cgi-bin/fecimg/?202210149532543721,Contributions From Other Political Committees
C00390476,CATHY MCMORRIS RODGERS FOR CONGRESS,2021,Q3,202110159467570299,11C,SA11C.161799,1543700,,PAC,POLITICAL ACTION COMMITTEE,C00328369,,TECHNOLOGY NETWORK (TECHNET) FEDERAL PAC,H,"",P,,,,,400 CAPITOL MALL,STE 1545,SACRAMENTO,CA,958144434,,,C00328369,15K,CONTRIBUTION RECEIVED FROM REGISTERED FILER (CANDIDATES),CONTRIBUTION,,,2021-07-28 00:00:00,1500.00,1500.00,,,,,,,,,,,,,,,,,,,,TECHNOLOGY NETWORK (TECHNET) FEDERAL PAC,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED RECEIPTS,2021-10-29 03:57:30.576,,,,F3,4101620211373827645,f,,2022,SA,,4102820211376041781,https://docquery.fec.gov/cgi-bin/fecimg/?202110159467570299,Contributions From Other Political Committees
C00390476,CATHY MCMORRIS RODGERS FOR CONGRESS,2021,Q3,202110159467570278,11C,SA11C.166245,1543700,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,H,"",P,,,,,1919 SOUTH EADS STREET,,ARLINGTON,VA,222023028,,,C00375048,15K,CONTRIBUTION RECEIVED FROM REGISTERED FILER (CANDIDATES),CONTRIBUTION,,,2021-09-14 00:00:00,1000.00,2000.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED RECEIPTS,2021-10-29 03:57:30.57,,,,F3,4101620211373827645,f,,2022,SA,,4102820211376041718,https://docquery.fec.gov/cgi-bin/fecimg/?202110159467570278,Contributions From Other Political Committees
C00573949,JOSH GOTTHEIMER FOR CONGRESS,2022,Q1,202206089514800214,11C,VPFDAQC6V72,1600722,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION (CTA) PAC,H,,P,,,,,1919 S EADS ST,,ARLINGTON,VA,222023028,,,C00375048,15K,CONTRIBUTION RECEIVED FROM REGISTERED FILER (CANDIDATES),,,,2022-02-28 00:00:00,1000.00,1000.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION (CTA) PAC,,P2022,,PRIMARY,2022,N,NO CHANGE,ITEMIZED RECEIPTS,2022-06-10 03:35:11.605,,,,F3,4060820221500875004,f,,2022,SA,,4060920221500946118,https://docquery.fec.gov/cgi-bin/fecimg/?202206089514800214,Contributions From Other Political Committees
C00390476,CATHY MCMORRIS RODGERS FOR CONGRESS,2021,Q2,202107159451311244,11C,SA11C.159133,1526360,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,H,"",P,,,,,1919 SOUTH EADS STREET,,ARLINGTON,VA,222023028,,,C00375048,15K,CONTRIBUTION RECEIVED FROM REGISTERED FILER (CANDIDATES),CONTRIBUTION,,,2021-06-24 00:00:00,1000.00,1000.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED RECEIPTS,2021-07-30 05:02:28.644,,,,F3,4071620211320721333,f,,2022,SA,,4073020211323483452,https://docquery.fec.gov/cgi-bin/fecimg/?202107159451311244,Contributions From Other Political Committees
C00215905,DFC COMMITTEE,2021,Q2,202107159451539940,11C,C12236621,1527427,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,N,"",U,,,,,1919 SOUTH EADS STREET,,ARLINGTON,VA,22202,,,C00375048,15K,CONTRIBUTION RECEIVED FROM REGISTERED FILER (CANDIDATES),,,,2021-05-24 00:00:00,1000.00,1000.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED RECEIPTS,2021-08-13 05:08:28.168,,,,F3,4071620211320721939,f,,2022,SA,,4081320211325995038,https://docquery.fec.gov/cgi-bin/fecimg/?202107159451539940,Contributions From Other Political Committees
